role	group_id	source_row	time	v(acsrc)	v(acn)	i(Vac)	v(load)	v(vb)	i(Lboost)	v(vd)	v(sw)	v(gate)	v(q)	v(en)	v(fault)	v(vcomp)	v(icomp)	v(xu.raw)	v(xu.pwm_hold)	v(pwm)	v(pwm_input)	v(xdriver.driver_req)	v(xdriver.drv_delay)	v(xu.phase)	v(xu.blank)	v(isense)	v(xu.ov)	v(xu.fault)	v(xu.pcl_hold)	v(xu.pcl_request)	v(disable)	v(xu.m1)	v(xu.m2)
GROUP	22	25912638	5.65099108583598797e-1	-2.09000503958400774e0	9.24622849373393763e1	3.85804299190454003e0	3.82405722495468126e2	3.82435912420928275e2	3.85803335052160268e0	3.82500278749414008e2	3.83729951471267100e2	-1.19690043773632875e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88330777528199134e0	2.59815940416464208e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	-2.18110068255829514e-7	1.94111785334349918e-6	-2.33188820375293354e-27	-4.21593597991951896e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764477182e-1	5.01475333663263356e-1	1.37982226911222039e0
GROUP	22	25912639	5.65099108583598797e-1	-2.09000504127477127e0	9.24622849356486256e1	3.85804299603768186e0	3.82405722495468240e2	3.82435912420928389e2	3.85803335044309526e0	3.82500278749412985e2	3.83729951471264428e2	-1.19690043986115563e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88330777528199134e0	2.59815940416414648e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	-1.79425760257334258e-7	1.94111785334349918e-6	-2.33177544712071455e-27	-4.21593597984101578e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764476558e-1	5.01475333663263356e-1	1.37982226911222039e0
RIGHT	22	25912640	5.65099108583598908e-1	-2.09000504027232648e0	9.24622849366430302e1	3.85804299158746744e0	3.82405722495468297e2	3.82435912420928446e2	3.85803335034367656e0	3.82500278749411734e2	3.83729951471261074e2	-1.19690044240291871e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88330777528199089e0	2.59815940416351898e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	-1.30437658697563234e-7	1.94111785345452148e-6	-2.33163266491808673e-27	-4.21593597974160225e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764476266e-1	5.01475333663263245e-1	1.37982226911221972e0
LEFT	23	26057784	5.68243787770607023e-1	9.41162258107201808e1	-9.43507854752155595e-1	-4.19391530630666409e0	3.80095062124597860e2	3.80125069629502377e2	4.19390361434472414e0	3.80194351637001489e2	3.81430405706369640e2	-1.03720668952561174e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88523560736890206e0	2.58600853036754685e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	-1.82990411267131250e-7	1.94185985080697066e-6	1.76588650699228496e-29	-4.54855079643376875e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764458017e-1	5.02078745106466329e-1	1.38205541878890692e0
GROUP	23	26057785	5.68243787770607134e-1	9.41162258096214543e1	-9.43507855858868538e-1	-4.19391527239818629e0	3.80095062124597973e2	3.80125069629502491e2	4.19390361420900248e0	3.80194351636999670e2	3.81430405706365264e2	-1.03720669282209897e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88523560736890294e0	2.58600853036695044e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	-1.15493584534241707e-7	1.94185985091799296e-6	1.76573752359998754e-29	-4.54855079629804260e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764459155e-1	5.02078745106466551e-1	1.38205541878890781e0
GROUP	23	26057786	5.68243787770607134e-1	9.41162258080789940e1	-9.43507857401328920e-1	-4.19391526823813621e0	3.80095062124597973e2	3.80125069629502491e2	4.19390361414086055e0	3.80194351636998931e2	3.81430405706363217e2	-1.03720669434825092e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88523560736890339e0	2.58600853036665068e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	-8.16060619781039166e-8	1.94185985091799296e-6	1.76566272959223769e-29	-4.54855079622989988e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764459682e-1	5.02078745106466773e-1	1.38205541878890825e0
GROUP	23	26057787	5.68243787770607134e-1	9.41162258084093679e1	-9.43507857070954969e-1	-4.19391531216732805e0	3.80095062124597916e2	3.80125069629502434e2	4.19390361405401446e0	3.80194351636997965e2	3.81430405706360432e2	-1.03720669645462145e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88523560736890428e0	2.58600853036626788e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	-3.84172202284308196e-8	1.94185985091799296e-6	1.76556741099933468e-29	-4.54855079614305269e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764460057e-1	5.02078745106467106e-1	1.38205541878890958e0
RIGHT	23	26057788	5.68243787770607245e-1	9.41162258093448543e1	-9.43507856139476075e-1	-4.19391528121073520e0	3.80095062124598087e2	3.80125069629502605e2	4.19390361388032584e0	3.80194351636995691e2	3.81430405706354463e2	-1.03720670122877781e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88523560736890516e0	2.58600853036550360e0	5.00000000000000000e0	8.09855515981894314e-1	2.42956654794568294e0	2.20000120483270534e0	1.49999999999999716e1	4.79604628639460800e-8	1.94185985102901526e-6	1.76537678925031999e-29	-4.54855079596935830e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764460640e-1	5.02078745106467328e-1	1.38205541878891025e0
LEFT	24	26058194	5.68251535344620140e-1	9.45260404978797339e1	-9.43897939967371258e-1	-4.20725778499918857e0	3.80092450467467813e2	3.80122457766188859e2	4.20724616285636710e0	3.80191930198814475e2	3.81428232710929990e2	-1.10067912817204831e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88526844746674449e0	2.59717721412032887e0	5.00000000000000000e0	8.09853850647357376e-1	2.42956155194207213e0	2.19999668089242784e0	1.49999999999999716e1	-2.40021477695596227e-7	1.94392045260727286e-6	-9.16549252208218998e-26	-4.56139577142440217e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764483289e-1	5.02089024057091105e-1	1.38209347553053941e0
GROUP	24	26058195	5.68251535344620251e-1	9.45260404949664377e1	-9.43897942884660779e-1	-4.20725778528485073e0	3.80092450467468041e2	3.80122457766189086e2	4.20724616272571339e0	3.80191930198812599e2	3.81428232710925954e2	-1.10067913127508524e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88526844746674538e0	2.59717721411973912e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	-1.74954148276643926e-7	1.94392045271829517e-6	-9.16474708470694800e-26	-4.56139577129374488e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764483136e-1	5.02089024057091327e-1	1.38209347553054052e0
GROUP	24	26058196	5.68251535344620251e-1	9.45260404952827855e1	-9.43897942568312942e-1	-4.20725777565717074e0	3.80092450467468041e2	3.80122457766189086e2	4.20724616265606688e0	3.80191930198811519e2	3.81428232710923510e2	-1.10067913321554540e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88526844746674582e0	2.59717721411942470e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	-1.40269301244607528e-7	1.94392045271829517e-6	-9.16434974598511818e-26	-4.56139577122409642e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764483844e-1	5.02089024057091549e-1	1.38209347553054096e0
GROUP	24	26058197	5.68251535344620251e-1	9.45260404962958489e1	-9.43897941555249531e-1	-4.20725778858388022e0	3.80092450467467927e2	3.80122457766188973e2	4.20724616256734762e0	3.80191930198810098e2	3.81428232710920440e2	-1.10067913552305779e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88526844746674671e0	2.59717721411902369e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	-9.60858633671639642e-8	1.94392045271829517e-6	-9.16384361933510651e-26	-4.56139577113537503e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764484551e-1	5.02089024057091660e-1	1.38209347553054207e0
RIGHT	24	26058198	5.68251535344620362e-1	9.45260404995096053e1	-9.43897938349465448e-1	-4.20725782665581960e0	3.80092450467467984e2	3.80122457766189029e2	4.20724616238991000e0	3.80191930198807540e2	3.81428232710914699e2	-1.10067913975699298e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88526844746674760e0	2.59717721411822300e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	-7.71898803820621913e-9	1.94392045282931747e-6	-9.16283144988950994e-26	-4.56139577095793433e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764484968e-1	5.02089024057091882e-1	1.38209347553054296e0
LEFT	25	26058606	5.68259274948352155e-1	9.49338802434250368e1	-9.45027786305246309e-1	-4.24597846720148908e0	3.80089852870122911e2	3.80119859963770523e2	4.24596687852975485e0	3.80189890008257521e2	3.81426911460268968e2	-8.42754106722515172e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88530130042272281e0	2.60769774849661262e0	5.00000000000000000e0	8.09855515981894314e-1	2.42956654794568294e0	2.20000120483270534e0	1.49999999999999716e1	-6.98896605292219883e-9	1.93801077330579830e-6	8.30528893348579727e-25	-4.59962640653099469e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764478750e-1	5.02099307032312314e-1	1.38213154769709257e0
GROUP	25	26058607	5.68259274948352266e-1	9.49338802451292025e1	-9.45027784605059651e-1	-4.24597845285435049e0	3.80089852870122968e2	3.80119859963770580e2	4.24596687841084819e0	3.80189890008255816e2	3.81426911460265273e2	-8.42754109644485259e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88530130042272370e0	2.60769774849608016e0	5.00000000000000000e0	8.09856071093406626e-1	2.42956821328021988e0	2.20000271281279769e0	1.49999999999999716e1	5.23092264536776903e-8	1.93801077341682060e-6	8.30467334549037619e-25	-4.59962640641208773e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764478556e-1	5.02099307032312536e-1	1.38213154769709390e0
GROUP	25	26058608	5.68259274948352266e-1	9.49338802408597076e1	-9.45027788874554631e-1	-4.24597849454309895e0	3.80089852870122854e2	3.80119859963770466e2	4.24596687834719244e0	3.80189890008254963e2	3.81426911460263284e2	-8.42754111369676057e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88530130042272459e0	2.60769774849579639e0	5.00000000000000000e0	8.09856071093406626e-1	2.42956821328021988e0	2.20000271281279769e0	1.49999999999999716e1	8.40543337999936836e-8	1.93801077341682060e-6	8.30434381107656816e-25	-4.59962640634842962e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764478639e-1	5.02099307032312869e-1	1.38213154769709479e0
GROUP	25	26058609	5.68259274948352266e-1	9.49338802454954447e1	-9.45027784238817503e-1	-4.24597852771183959e0	3.80089852870122684e2	3.80119859963770296e2	4.24596687826689312e0	3.80189890008254054e2	3.81426911460260499e2	-8.42754113665130939e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88530130042272503e0	2.60769774849543845e0	5.00000000000000000e0	8.09856071093406626e-1	2.42956821328021988e0	2.20000271281279769e0	1.49999999999999716e1	1.24099586335669641e-7	1.93801077341682060e-6	8.30392813452453685e-25	-4.59962640626812788e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764478737e-1	5.02099307032312869e-1	1.38213154769709545e0
RIGHT	25	26058610	5.68259274948352378e-1	9.49338802448755388e1	-9.45027784858723408e-1	-4.24597847717502486e0	3.80089852870122741e2	3.80119859963770352e2	4.24596687810629358e0	3.80189890008252064e2	3.81426911460255155e2	-8.42754117982363851e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88530130042272415e0	2.60769774849471858e0	5.00000000000000000e0	8.09856626204918939e-1	2.42956987861475682e0	2.20000422079289004e0	1.49999999999999716e1	2.04190091057140330e-7	1.93801077352784290e-6	8.30309684383937853e-25	-4.59962640610752718e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764477599e-1	5.02099307032312647e-1	1.38213154769709412e0
LEFT	26	26324252	5.73425535257356067e-1	9.39837789218957909e1	-9.35123585771933108e-1	-3.91045408995459232e0	3.82749287422304462e2	3.82779504471311441e2	3.91044447106662219e0	3.82844647524353491e2	3.84075332962880339e2	-1.15920958850130440e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88397247144668833e0	2.60627962847667316e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	-2.79890352834981475e-7	1.94087440241741405e-6	5.14106190849302123e-29	-4.26834470592232576e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764486619e-1	5.01683383562813612e-1	1.38059203160489141e0
GROUP	26	26324253	5.73425535257356178e-1	9.39837789188425177e1	-9.35123588817205587e-1	-3.91045409494762675e0	3.82749287422304519e2	3.82779504471311498e2	3.91044447095276926e0	3.82844647524352013e2	3.84075332962876644e2	-1.15920959130024583e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88397247144668789e0	2.60627962847597017e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	-2.23789706699575668e-7	1.94087440252843635e-6	5.14070139999616034e-29	-4.26834470580848002e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764486675e-1	5.01683383562813390e-1	1.38059203160489097e0
GROUP	26	26324254	5.73425535257356178e-1	9.39837789201899199e1	-9.35123587469803397e-1	-3.91045413310122392e0	3.82749287422304462e2	3.82779504471311441e2	3.91044447089163816e0	3.82844647524351331e2	3.84075332962874768e2	-1.15920959260794781e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88397247144668745e0	2.60627962847559225e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	-1.93667230942311842e-7	1.94087440252843635e-6	5.14050784031293798e-29	-4.26834470574735322e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764486578e-1	5.01683383562813279e-1	1.38059203160489030e0
GROUP	26	26324255	5.73425535257356178e-1	9.39837789220219122e1	-9.35123585637811061e-1	-3.91045409044049652e0	3.82749287422304405e2	3.82779504471311384e2	3.91044447081500213e0	3.82844647524350478e2	3.84075332962872494e2	-1.15920959424016167e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88397247144668745e0	2.60627962847511796e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	-1.55905073469832757e-7	1.94087440252843635e-6	5.14026520019241719e-29	-4.26834470567072424e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764486550e-1	5.01683383562813168e-1	1.38059203160489030e0
RIGHT	26	26324256	5.73425535257356289e-1	9.39837789210284029e1	-9.35123586623319625e-1	-3.91045409168928959e0	3.82749287422304576e2	3.82779504471311554e2	3.91044447066173140e0	3.82844647524348773e2	3.84075332962867492e2	-1.15920959802122510e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88397247144668789e0	2.60627962847417027e0	5.00000000000000000e0	8.09855515981894314e-1	2.42956654794568294e0	2.20000120483270534e0	1.49999999999999716e1	-8.03807588359977152e-8	1.94087440263945865e-6	5.13977995430955817e-29	-4.26834470551746351e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764486633e-1	5.01683383562813279e-1	1.38059203160489075e0
LEFT	27	26325462	5.73448756357498590e-1	9.27499674530070877e1	-9.33794460410453553e-1	-3.86611761771247453e0	3.82740471808214807e2	3.82770688161252281e2	3.86610788035412245e0	3.82835184802113929e2	3.84065013976846558e2	-5.58293158934297261e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88389035144724160e0	2.57817399679830617e0	5.00000000000000000e0	8.09853850647357376e-1	2.42956155194207213e0	2.19999668089242784e0	1.49999999999999716e1	3.21920845076912453e-7	1.92543431087877082e-6	2.54372413629873541e-27	-4.22547498397049456e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764474657e-1	5.01657680002986717e-1	1.38049691954672360e0
GROUP	27	26325463	5.73448756357498701e-1	9.27499674531831033e1	-9.33794460226380352e-1	-3.86611761788832364e0	3.82740471808214977e2	3.82770688161252451e2	3.86610788019393503e0	3.82835184802111655e2	3.84065013976841044e2	-5.58293163570588341e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88389035144724248e0	2.57817399679735404e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	4.00528114096581491e-7	1.92543431098979312e-6	2.54347420455337798e-27	-4.22547498381032408e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764474781e-1	5.01657680002986939e-1	1.38049691954672449e0
GROUP	27	26325464	5.73448756357498701e-1	9.27499674530168221e1	-9.33794460392661563e-1	-3.86611762407435977e0	3.82740471808214977e2	3.82770688161252451e2	3.86610788010951767e0	3.82835184802110518e2	3.84065013976838145e2	-5.58293166099242913e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88389035144724248e0	2.57817399679685311e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	4.41953767218635155e-7	1.92543431098979312e-6	2.54334250160465887e-27	-4.22547498372591451e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764474448e-1	5.01657680002986939e-1	1.38049691954672471e0
RIGHT	27	26325465	5.73448756357498812e-1	9.27499674527972502e1	-9.33794460608226018e-1	-3.86611763082535331e0	3.82740471808214920e2	3.82770688161252394e2	3.86610787999992445e0	3.82835184802109040e2	3.84065013976834450e2	-5.58293169246831914e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88389035144724115e0	2.57817399679620252e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	4.95733233434510254e-7	1.92543431110081542e-6	2.54317153283699907e-27	-4.22547498361633134e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764473630e-1	5.01657680002986384e-1	1.38049691954672316e0
LEFT	28	26325862	5.73456499735450875e-1	9.23375955316576409e1	-9.32691787080742074e-1	-3.82946334462964755e0	3.82737479550476849e2	3.82767695667283419e2	3.82945360153513015e0	3.82831655886582098e2	3.84060773572531218e2	-4.88399207436308660e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88386317902625722e0	2.56914797088481794e0	5.00000000000000000e0	8.09852740424332751e-1	2.42955822127299825e0	2.19999366493224269e0	1.49999999999999716e1	3.69655231667096945e-7	1.92329885184694405e-6	-1.28007313094704713e-22	-4.18930337621241933e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764473463e-1	5.01649175035218664e-1	1.38046544894686307e0
GROUP	28	26325863	5.73456499735450986e-1	9.23375955303676648e1	-9.32691788362660645e-1	-3.82946337110268464e0	3.82737479550477076e2	3.82767695667283647e2	3.82945360140908786e0	3.82831655886580393e2	3.84060773572527069e2	-4.88399210999253819e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88386317902625722e0	2.56914797088406255e0	5.00000000000000000e0	8.09853295535845064e-1	2.42955988660753519e0	2.19999517291233504e0	1.49999999999999716e1	4.31423298103478290e-7	1.92329885195796635e-6	-1.27997430020386315e-22	-4.18930337608639167e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764473352e-1	5.01649175035218442e-1	1.38046544894686263e0
GROUP	28	26325864	5.73456499735450986e-1	9.23375955365278855e1	-9.32691782202439867e-1	-3.82946332741608453e0	3.82737479550477190e2	3.82767695667283760e2	3.82945360134167068e0	3.82831655886579426e2	3.84060773572524909e2	-4.88399212893382797e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88386317902625677e0	2.56914797088365843e0	5.00000000000000000e0	8.09853295535845064e-1	2.42955988660753519e0	2.19999517291233504e0	1.49999999999999716e1	4.64461710783205336e-7	1.92329885195796635e-6	-1.27992144089313190e-22	-4.18930337601898170e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764473269e-1	5.01649175035218442e-1	1.38046544894686196e0
GROUP	28	26325865	5.73456499735450986e-1	9.23375955341600445e1	-9.32691784570280902e-1	-3.82946334346506623e0	3.82737479550477133e2	3.82767695667283704e2	3.82945360125628786e0	3.82831655886578233e2	3.84060773572522123e2	-4.88399215247646246e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88386317902625677e0	2.56914797088314728e0	5.00000000000000000e0	8.09853295535845064e-1	2.42955988660753519e0	2.19999517291233504e0	1.49999999999999716e1	5.06304333104754545e-7	1.92329885195796635e-6	-1.27985449855262369e-22	-4.18930337593360763e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764473310e-1	5.01649175035218331e-1	1.38046544894686218e0
RIGHT	28	26325866	5.73456499735451097e-1	9.23375955321572377e1	-9.32691786569051828e-1	-3.82946335169948604e0	3.82737479550477133e2	3.82767695667283704e2	3.82945360108552313e0	3.82831655886575732e2	3.84060773572516496e2	-4.88399220159751751e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88386317902625677e0	2.56914797088212454e0	5.00000000000000000e0	8.09853850647357376e-1	2.42956155194207213e0	2.19999668089242784e0	1.49999999999999716e1	5.89989577365858893e-7	1.92329885206898865e-6	-1.27972062437497021e-22	-4.18930337576286019e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764473172e-1	5.01649175035218331e-1	1.38046544894686218e0
LEFT	29	26326264	5.73464245555491692e-1	9.19247763100879780e1	-9.31110822449142006e-1	-3.77711555900924223e0	3.82734448571904238e2	3.82764664449423037e2	3.77710575163678852e0	3.82827858532576045e2	3.84055954336687819e2	-5.37215907026186613e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88383610501196053e0	2.55899842764904406e0	5.00000000000000000e0	8.09855515981894314e-1	2.42956654794568294e0	2.20000120483270534e0	1.49999999999999716e1	3.22372241160141608e-7	1.92360548123549080e-6	1.31845852888322586e-27	-4.13743366714464517e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764481845e-1	5.01640700868743572e-1	1.38043409267659234e0
GROUP	29	26326265	5.73464245555491803e-1	9.19247763102112145e1	-9.31110822321869591e-1	-3.77711553669542521e0	3.82734448571904352e2	3.82764664449423151e2	3.77710575151803329e0	3.82827858532574453e2	3.84055954336683840e2	-5.37215910407546120e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88383610501195964e0	2.55899842764831886e0	5.00000000000000000e0	8.09856071093406626e-1	2.42956821328021988e0	2.20000271281279769e0	1.49999999999999716e1	3.80491912681109875e-7	1.92360548134651310e-6	1.31836274688615445e-27	-4.13743366702590196e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764481554e-1	5.01640700868743350e-1	1.38043409267659123e0
GROUP	29	26326266	5.73464245555491803e-1	9.19247763052695177e1	-9.31110827263566421e-1	-3.77711559321193979e0	3.82734448571904352e2	3.82764664449423151e2	3.77710575145436955e0	3.82827858532573714e2	3.84055954336681737e2	-5.37215912130232664e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88383610501195831e0	2.55899842764793028e0	5.00000000000000000e0	8.09856071093406626e-1	2.42956821328021988e0	2.20000271281279769e0	1.49999999999999716e1	4.11649419177322185e-7	1.92360548134651310e-6	1.31831140176305697e-27	-4.13743366696224454e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764481026e-1	5.01640700868742906e-1	1.38043409267658967e0
GROUP	29	26326267	5.73464245555491803e-1	9.19247763095037698e1	-9.31110823029314361e-1	-3.77711550367042825e0	3.82734448571904295e2	3.82764664449423094e2	3.77710575137424964e0	3.82827858532572918e2	3.84055954336678894e2	-5.37215914470387847e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88383610501195697e0	2.55899842764744134e0	5.00000000000000000e0	8.09856071093406626e-1	2.42956821328021988e0	2.20000271281279769e0	1.49999999999999716e1	4.50860961222759653e-7	1.92360548134651310e-6	1.31824678706375396e-27	-4.13743366688213224e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764481526e-1	5.01640700868742462e-1	1.38043409267658812e0
RIGHT	29	26326268	5.73464245555491914e-1	9.19247763100867985e1	-9.31110822438199648e-1	-3.77711552898909853e0	3.82734448571904466e2	3.82764664449423265e2	3.77710575121401071e0	3.82827858532570929e2	3.84055954336673210e2	-5.37215919179781343e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88383610501195786e0	2.55899842764646346e0	5.00000000000000000e0	8.09856626204918939e-1	2.42956987861475682e0	2.20000422079289004e0	1.49999999999999716e1	5.29284044978170473e-7	1.92360548145753540e-6	1.31811756716584033e-27	-4.13743366672190832e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764483455e-1	5.01640700868742684e-1	1.38043409267658923e0
